Heidi Dean, 7, 2, 76, 95, 85, 69, 91, 65, 64, 83, 82, 54, 67,
Jeffery Weiss, 27, 1, 71, 92, 89, 47, 67, 78, 71, 62, 94, 72, 50,
Blair Duncan, 100, 2, 67, 70, 84, 64, 70, 65, 66, 64, 85, 45, 57,
Peter Caldwell, 19, 1, 71, 83, 75, 57, 80, 60, 61, 61, 91, 83, 56,
Aleah Willis, 11, 4, 79, 84, 88, 89, 59, 76, 88, 78, 93, 50, 89,
Blaze Duncan, 100, 1, 65, 81, 73, 48, 52, 58, 64, 55, 88, 82, 46,
Nolan Shaffer, 18, 3, 72, 94, 85, 67, 69, 92, 72, 75, 93, 32, 68,
Bailee Baker, 35, 2, 71, 87, 76, 64, 81, 59, 66, 62, 94, 55, 62,
Kristopher Farmer, 46, 3, 73, 82, 79, 62, 85, 87, 94, 60, 90, 32, 79,
Azariah Pitts, 79, 3, 69, 71, 79, 67, 65, 76, 67, 81, 86, 51, 61,
Nathalia Flores, 75, 2, 72, 74, 81, 74, 79, 70, 69, 70, 83, 53, 65,
Makayla Curtis, 33, 2, 76, 83, 93, 70, 94, 65, 71, 78, 90, 48, 65,
Kamilah Edwards, 35, 4, 78, 90, 92, 85, 58, 79, 86, 75, 84, 48, 92,
Soren Chen, 22, 1, 75, 93, 95, 54, 80, 80, 67, 73, 93, 69, 55,
Giana Bradshaw, 1, 4, 74, 72, 88, 88, 58, 65, 81, 67, 88, 45, 85,
Kamilah Singleton, 9, 2, 69, 84, 80, 68, 76, 69, 59, 70, 93, 40, 57,
Ayan O’Neal, 52, 1, 71, 78, 93, 60, 60, 60, 71, 67, 91, 68, 54,
London Duncan, 85, 2, 69, 85, 81, 55, 65, 63, 56, 72, 95, 55, 61,
King Williams, 99, 1, 71, 89, 77, 47, 78, 73, 65, 56, 87, 89, 55,
Timothy Singleton, 80, 3, 69, 74, 91, 61, 82, 88, 64, 74, 92, 30, 58,
Brody Townsend, 66, 3, 70, 76, 82, 73, 60, 75, 66, 71, 76, 48, 79,
Liv Moran, 4, 4, 74, 90, 84, 75, 57, 69, 80, 76, 84, 46, 81,
Lia Tyler, 74, 2, 71, 94, 81, 62, 79, 67, 55, 75, 94, 41, 66,
Lilly Thomas, 64, 4, 69, 82, 70, 75, 58, 73, 72, 69, 82, 47, 73,
Halo Conley, 91, 2, 70, 77, 71, 57, 94, 59, 73, 79, 75, 48, 63,
Harley Crawford, 62, 4, 77, 72, 89, 94, 55, 75, 82, 78, 83, 49, 94,
Avery McCarthy, 53, 3, 69, 75, 76, 79, 70, 72, 79, 63, 87, 32, 64,
Sofia Larsen, 98, 4, 69, 76, 77, 75, 59, 67, 71, 65, 78, 50, 71,
Leighton Winters, 88, 4, 73, 81, 78, 86, 58, 85, 75, 70, 81, 50, 78,
Kayson Sellers, 96, 3, 73, 82, 75, 81, 65, 92, 83, 74, 90, 32, 77,
Malaya Nixon, 37, 4, 76, 89, 71, 95, 60, 64, 79, 73, 79, 48, 95,
William of Ockham, 86, 3, 71, 72, 79, 80, 70, 94, 73, 75, 94, 33, 70,
Collin Bullock, 10, 3, 71, 83, 95, 84, 71, 95, 76, 61, 87, 33, 57,
Carmen Gordon, 87, 4, 76, 91, 83, 78, 60, 79, 82, 77, 80, 49, 84,
Landry Kaur, 88, 2, 71, 73, 74, 72, 85, 69, 58, 70, 85, 53, 70,
Raegan Friedman, 31, 2, 70, 91, 70, 60, 87, 56, 65, 84, 80, 42, 59,
Janiyah Dennis, 92, 2, 72, 93, 72, 61, 67, 58, 70, 83, 88, 53, 67,
Judith Meadows, 27, 4, 76, 78, 76, 87, 56, 81, 86, 81, 88, 50, 89,
King Myers, 53, 1, 68, 77, 91, 53, 60, 63, 57, 55, 84, 92, 48,
Willow Santana, 4, 4, 73, 86, 84, 78, 58, 60, 74, 71, 94, 47, 71,
Mary Williams, 60, 4, 77, 74, 78, 94, 59, 69, 83, 82, 91, 46, 92,
Hanna Woodard, 78, 4, 75, 77, 91, 90, 55, 68, 75, 69, 84, 47, 95,
Wallace Baxter, 59, 1, 67, 92, 72, 51, 66, 53, 64, 56, 81, 72, 50,
Nina Burton, 39, 2, 73, 90, 91, 73, 69, 69, 66, 85, 82, 42, 62,
Esther Morris, 5, 4, 73, 95, 95, 78, 55, 70, 76, 65, 79, 47, 73,
Adrian Ross, 100, 3, 74, 86, 88, 75, 73, 95, 68, 78, 92, 37, 76,
Sutton Baldwin, 85, 3, 67, 74, 84, 62, 67, 70, 68, 61, 80, 31, 80,
Korbyn Rocha, 74, 1, 68, 86, 78, 53, 68, 53, 63, 71, 77, 60, 57,
Nicole Graham, 79, 2, 74, 87, 93, 68, 81, 67, 65, 77, 87, 51, 60,
Malachi Kim, 67, 1, 67, 70, 73, 57, 60, 76, 64, 58, 89, 76, 58,
Bennett Donaldson, 98, 3, 74, 86, 76, 65, 82, 69, 93, 84, 79, 43, 64,
Marley Owen, 28, 3, 71, 90, 90, 65, 70, 61, 63, 81, 77, 43, 68,
Rene Descartes, 16, 4, 75, 91, 74, 95, 60, 83, 88, 67, 88, 45, 72,
Finnley Morton, 88, 1, 71, 91, 89, 56, 54, 69, 71, 64, 94, 76, 46,
Keanu Gallegos, 52, 1, 70, 87, 88, 45, 77, 77, 65, 65, 91, 60, 58,
Vihaan Zimmerman, 57, 1, 66, 76, 72, 52, 59, 75, 64, 62, 81, 87, 49,
Kashton Dennis, 86, 1, 69, 81, 77, 56, 52, 66, 66, 69, 89, 91, 48,
Oaklee Hudson, 86, 4, 73, 81, 72, 93, 59, 79, 71, 69, 91, 45, 76,
Enoch Aguirre, 97, 1, 73, 80, 75, 58, 79, 67, 65, 72, 90, 95, 51,
Kellen Barber, 32, 3, 71, 86, 90, 61, 83, 81, 69, 62, 77, 39, 77,
Kenneth Cortez, 80, 1, 71, 72, 75, 57, 71, 58, 74, 68, 93, 79, 57,
Adaline Mullins, 62, 4, 75, 85, 72, 84, 60, 82, 73, 75, 89, 47, 95,
Danna Wiggins, 2, 1, 74, 75, 89, 62, 88, 69, 71, 80, 91, 55, 59,
Octavia Chung, 19, 2, 69, 84, 84, 69, 73, 58, 63, 82, 75, 41, 58,
Deacon Arias, 10, 3, 70, 81, 78, 62, 69, 88, 86, 74, 79, 49, 59,
Kody Barry, 71, 3, 72, 71, 90, 74, 76, 95, 78, 66, 89, 49, 57,
Elaina Melendez, 15, 2, 70, 77, 77, 58, 76, 67, 74, 83, 90, 47, 55,
Winnie Joseph, 82, 4, 74, 83, 76, 81, 59, 78, 73, 69, 94, 50, 82,
Edmund Husserl, 87, 4, 73, 71, 70, 91, 57, 81, 79, 76, 77, 46, 93,
Ellis Rhodes, 14, 3, 73, 79, 86, 69, 76, 77, 85, 84, 87, 33, 59,
Dakari Dixon, 49, 1, 67, 70, 89, 57, 53, 71, 59, 61, 78, 85, 56,
Riley Montgomery, 72, 4, 73, 71, 71, 85, 60, 71, 83, 81, 88, 50, 76,
Azalea Hayes, 72, 4, 76, 84, 89, 91, 60, 77, 79, 77, 76, 50, 80,
Joey Hahn, 14, 1, 70, 87, 79, 51, 77, 72, 55, 62, 94, 75, 52,
Jillian Grimes, 66, 4, 76, 76, 79, 86, 56, 83, 83, 76, 95, 49, 84,
Abdullah Harvey, 48, 1, 71, 79, 86, 56, 73, 67, 58, 67, 83, 93, 52,
Nikita Mazepin, 30, 1, 62, 70, 74, 51, 56, 51, 68, 55, 78, 59, 52,
Novah Harding, 78, 4, 77, 91, 86, 80, 60, 84, 79, 67, 93, 48, 90,
Janelle Rivas, 92, 4, 72, 82, 80, 76, 60, 62, 74, 81, 80, 46, 74,
Joyce Frederick, 46, 4, 73, 70, 82, 76, 55, 82, 79, 84, 85, 48, 86,
Mercy Huffman, 50, 4, 75, 95, 77, 83, 60, 83, 77, 73, 90, 49, 71,
Helena Sheppard, 26, 2, 72, 89, 78, 72, 85, 55, 73, 65, 78, 50, 60,
Scarlette Nichols, 70, 2, 72, 90, 74, 57, 90, 70, 61, 81, 91, 44, 64,
Zhuangzi, 62, 3, 71, 84, 87, 73, 69, 83, 71, 72, 89, 37, 62,
Jaziel Fowler, 4, 3, 72, 81, 79, 68, 76, 87, 88, 67, 89, 41, 61,
Saul Kripke, 45, 1, 69, 92, 89, 52, 58, 80, 62, 60, 86, 79, 51,
Michael McLean, 62, 3, 76, 81, 83, 80, 79, 86, 65, 78, 94, 53, 71,
Murphy Powell, 62, 2, 73, 83, 87, 74, 72, 64, 71, 84, 84, 46, 61,
Zelda Bonilla, 91, 4, 76, 86, 90, 85, 55, 79, 76, 75, 79, 48, 92,
Sylvie Dejesus, 4, 3, 77, 90, 94, 76, 60, 85, 82, 82, 94, 46, 74,
Morgan Stafford, 28, 1, 68, 92, 77, 56, 58, 68, 64, 64, 77, 69, 57,
Emory Glass, 27, 1, 67, 79, 85, 53, 72, 76, 74, 63, 75, 57, 53,
Heath Contreras, 58, 1, 68, 92, 88, 55, 67, 62, 68, 56, 85, 58, 48,
Porter Trevino, 61, 1, 69, 79, 94, 50, 72, 52, 63, 72, 90, 55, 51,
Thomas S. Kuhn, 62, 1, 69, 70, 88, 51, 68, 62, 75, 57, 77, 89, 49,
Kyng Brock, 80, 1, 70, 95, 73, 59, 54, 80, 62, 74, 76, 89, 48,
Margo McMillan, 55, 2, 68, 77, 87, 62, 78, 67, 65, 60, 77, 45, 68,
Madeleine Salazar, 9, 2, 72, 82, 80, 72, 69, 65, 72, 80, 92, 50, 56,
Wren Atkinson, 17, 4, 73, 82, 72, 75, 55, 66, 80, 82, 88, 47, 77,
Juliana McKay, 5, 4, 72, 86, 76, 77, 58, 71, 88, 70, 75, 48, 72,
Alexandra Serrano, 70, 2, 68, 86, 87, 58, 66, 61, 56, 60, 86, 51, 62,
Eric Anthony, 86, 3, 77, 94, 95, 85, 75, 69, 80, 81, 86, 39, 64,
Brooke Moss, 11, 4, 73, 78, 77, 76, 57, 70, 89, 79, 81, 50, 75,
Raul Pitts, 89, 3, 75, 94, 81, 68, 66, 92, 92, 75, 95, 30, 77,
Kallie Sparks, 40, 4, 72, 74, 89, 84, 56, 74, 73, 68, 89, 45, 77,
Rylee Waller, 17, 2, 66, 88, 71, 57, 66, 68, 59, 60, 88, 49, 59,
Rylee Barron, 49, 2, 68, 74, 95, 55, 65, 59, 62, 64, 80, 52, 66,
Stormi Wright, 69, 2, 74, 75, 95, 74, 86, 61, 66, 70, 82, 53, 70,
Lilyana Hull, 8, 2, 67, 72, 88, 70, 71, 58, 63, 60, 80, 49, 55,
Bennett Burton, 74, 3, 69, 82, 70, 65, 64, 76, 84, 65, 91, 40, 65,
Javier Stein, 4, 1, 64, 70, 90, 48, 63, 70, 59, 61, 75, 58, 54,
Cora Ryan, 14, 4, 76, 84, 86, 86, 57, 68, 82, 83, 84, 47, 79,
Dallas Porter, 81, 3, 67, 73, 77, 64, 67, 95, 65, 68, 89, 41, 59,
Lachlan Washington, 19, 1, 70, 72, 89, 57, 61, 76, 61, 70, 82, 90, 53,
Raiden Carrillo, 46, 3, 70, 78, 80, 67, 78, 74, 92, 67, 83, 31, 61,
Briella Malone, 88, 4, 74, 80, 77, 88, 59, 69, 81, 65, 86, 48, 84,
Gabriella Rogers, 76, 2, 68, 84, 92, 56, 76, 62, 57, 70, 75, 52, 55,
Tate Dickson, 49, 1, 69, 88, 84, 59, 51, 69, 74, 60, 75, 73, 57,
Salvatore Hayes, 11, 1, 71, 83, 87, 60, 57, 77, 69, 74, 77, 85, 47,
Elora Carson, 83, 4, 76, 74, 92, 91, 55, 79, 72, 84, 94, 50, 73,
Royce Stark, 16, 3, 73, 78, 76, 81, 61, 65, 87, 83, 92, 38, 65,
Colten Blevins, 93, 3, 73, 73, 90, 65, 69, 95, 83, 61, 92, 55, 73,
Tristan Marks, 4, 3, 73, 82, 79, 77, 79, 79, 81, 71, 94, 30, 70,
Zeno of Citium, 34, 2, 70, 91, 74, 70, 82, 56, 58, 64, 85, 43, 68,
Damon Bradshaw, 63, 1, 68, 89, 87, 48, 61, 76, 71, 70, 75, 63, 56,
Miley Gardner, 91, 4, 70, 70, 75, 77, 57, 72, 79, 77, 81, 48, 73,
Dylan Lara, 44, 4, 77, 91, 90, 79, 56, 68, 79, 81, 88, 49, 81,
Brecken Schultz, 72, 1, 73, 91, 74, 59, 63, 66, 70, 74, 89, 91, 49,
Wayne Hale, 57, 1, 69, 74, 86, 50, 73, 76, 67, 68, 78, 81, 50,
Dulce Solomon, 5, 4, 75, 90, 75, 76, 60, 69, 75, 80, 95, 46, 86,
Joshua Escobar, 89, 1, 66, 85, 78, 50, 59, 54, 58, 69, 78, 63, 60,
Jefferson Arnold, 95, 1, 70, 86, 80, 47, 73, 73, 72, 60, 91, 79, 47,
Rivka Zimmerman, 54, 2, 69, 94, 72, 60, 76, 55, 65, 68, 85, 44, 64,
Cal Phelps, 32, 3, 76, 89, 83, 71, 73, 89, 90, 75, 93, 48, 65,
Kohen Vance, 57, 3, 69, 90, 76, 60, 81, 75, 64, 79, 88, 33, 56,
Kingston Mendez, 5, 1, 71, 78, 91, 59, 78, 61, 71, 61, 83, 70, 48,
Laney Soto, 34, 4, 76, 76, 82, 89, 58, 65, 88, 75, 84, 50, 84,
Charles-Louis de Secondat, 45, 2, 70, 83, 88, 67, 76, 65, 65, 74, 80, 48, 57,
Vera Aguirre, 91, 4, 77, 95, 94, 89, 57, 79, 82, 80, 77, 49, 72,
Kamari Maynard, 45, 4, 73, 70, 74, 81, 60, 72, 75, 70, 94, 47, 89,
David Kellogg Lewis, 39, 2, 70, 75, 78, 58, 80, 60, 73, 66, 87, 54, 63,
Bo Kaur, 80, 3, 72, 73, 81, 73, 61, 81, 84, 74, 87, 43, 72,
Rome Chung, 50, 1, 68, 93, 89, 54, 72, 63, 60, 57, 77, 56, 55,
Sextus Empiricus, 57, 3, 71, 91, 87, 84, 65, 69, 60, 61, 94, 40, 58,
Melina Black, 37, 2, 74, 87, 87, 60, 83, 65, 68, 79, 82, 54, 66,
Boden Christensen, 52, 3, 74, 82, 85, 79, 72, 90, 86, 78, 76, 43, 65,
Cesar Kirk, 79, 1, 66, 78, 74, 57, 74, 60, 63, 58, 84, 69, 45,
Lea McFarland, 4, 2, 71, 94, 76, 75, 74, 62, 57, 75, 81, 47, 60,
Pythagoras, 84, 1, 65, 75, 85, 45, 50, 70, 68, 71, 83, 63, 50,
Anna Harper, 47, 2, 68, 83, 78, 62, 77, 62, 62, 60, 88, 47, 59,
Keanu Pacheco, 35, 3, 71, 83, 76, 84, 64, 81, 86, 75, 77, 45, 56,
Marcos Ortiz, 61, 3, 73, 88, 89, 62, 78, 91, 74, 72, 77, 39, 79,
Kyrie Doyle, 19, 1, 72, 91, 86, 45, 78, 72, 60, 75, 75, 93, 53,
Ana Delacruz, 25, 4, 75, 84, 74, 88, 58, 81, 71, 75, 92, 46, 87,
Sasha Rose, 83, 4, 77, 82, 91, 76, 60, 61, 88, 74, 93, 48, 82,
Mikayla Bradley, 36, 4, 75, 94, 75, 75, 57, 71, 75, 70, 91, 46, 93,
Charlie Lynch, 8, 1, 68, 71, 81, 59, 60, 56, 68, 60, 79, 81, 60,
Robert Nozick, 28, 4, 73, 92, 70, 85, 58, 72, 76, 71, 87, 47, 76,
Chandler Gallagher, 89, 2, 69, 89, 80, 63, 78, 65, 55, 76, 83, 45, 60,
Giovanna Maxwell, 9, 2, 68, 81, 82, 61, 82, 60, 55, 60, 84, 55, 60,
Raven Harrell, 49, 2, 73, 80, 86, 73, 83, 63, 56, 78, 92, 53, 63,
Presley Leal, 34, 2, 73, 85, 95, 63, 83, 57, 70, 73, 84, 40, 66,
John Dewey, 6, 2, 68, 72, 71, 58, 67, 64, 62, 79, 91, 53, 61,
Dakota Simpson, 54, 4, 76, 92, 76, 78, 58, 63, 89, 81, 76, 50, 85,
Thaddeus Zavala, 22, 3, 77, 88, 95, 67, 85, 67, 80, 76, 95, 46, 66,
Peyton Flores, 21, 4, 78, 76, 94, 86, 57, 60, 88, 84, 90, 48, 87,
Elliott Becker, 10, 3, 74, 84, 87, 81, 60, 88, 90, 66, 88, 33, 78,
Harlan Velez, 100, 3, 70, 81, 85, 62, 62, 76, 84, 63, 93, 41, 60,
Peter McLean, 46, 1, 68, 85, 90, 58, 51, 67, 69, 63, 81, 73, 49,
Cason Byrd, 60, 1, 71, 74, 76, 57, 78, 80, 66, 66, 88, 85, 53,
Emiliano Ayers, 49, 3, 70, 77, 78, 79, 62, 89, 70, 74, 88, 47, 61,
Emma Abbott, 43, 2, 70, 82, 70, 69, 87, 69, 65, 71, 78, 55, 57,
Wilfrid Sellars, 43, 3, 68, 87, 72, 69, 62, 75, 69, 84, 76, 35, 60,
Sergio Booth, 4, 3, 76, 89, 93, 68, 65, 78, 79, 85, 95, 46, 69,
Layton Crane, 94, 1, 70, 84, 93, 60, 67, 68, 55, 68, 79, 78, 50,
Zara Bonilla, 91, 2, 71, 91, 72, 67, 92, 66, 61, 74, 77, 40, 70,
Linda Ayers, 35, 4, 74, 85, 88, 79, 55, 83, 81, 71, 76, 46, 91,
Mohammed Cunningham, 35, 3, 75, 87, 95, 83, 71, 64, 94, 61, 91, 37, 61,
Natasha Gilbert, 16, 2, 71, 92, 76, 59, 76, 58, 75, 65, 80, 47, 70,
Emilio Stuart, 9, 1, 68, 93, 74, 45, 73, 66, 71, 64, 89, 55, 55,
Callie Leonard, 87, 4, 76, 89, 85, 89, 58, 77, 85, 66, 94, 50, 73,
Fatima Stafford, 69, 2, 67, 72, 77, 63, 74, 58, 60, 68, 85, 51, 57,
Thea Underwood, 3, 4, 77, 84, 86, 95, 60, 74, 80, 71, 91, 45, 86,
London McGuire, 93, 2, 67, 72, 82, 66, 65, 59, 59, 83, 76, 40, 65,
Judith Ingram, 17, 2, 70, 70, 90, 55, 95, 67, 59, 69, 92, 43, 58,
Amina Roberson, 80, 4, 75, 94, 86, 82, 58, 61, 85, 65, 82, 47, 79,
Sasha Cole, 78, 2, 68, 78, 72, 59, 70, 68, 71, 69, 92, 44, 57,
Lilianna Horn, 60, 4, 76, 92, 75, 94, 58, 65, 74, 83, 92, 48, 71,
Bertrand Russell, 17, 2, 69, 80, 78, 55, 77, 57, 68, 77, 78, 54, 57,
Malia McCarty, 50, 2, 71, 93, 93, 57, 80, 57, 63, 64, 79, 40, 70,
Santos Hughes, 37, 3, 71, 83, 75, 74, 60, 83, 89, 75, 80, 55, 55,
Aya Peterson, 49, 4, 79, 91, 81, 93, 56, 71, 78, 85, 93, 46, 90,
Ludwig Wittgenstein, 55, 1, 68, 93, 85, 52, 50, 59, 57, 70, 79, 78, 48,
Bodie Bradford, 41, 1, 68, 92, 70, 58, 50, 69, 73, 69, 91, 59, 55,
Addison King, 58, 4, 72, 73, 72, 92, 56, 69, 76, 74, 82, 50, 80,
Raina O’brien, 81, 4, 77, 90, 87, 75, 57, 63, 88, 79, 86, 45, 92,
Sir A.J. Ayer, 83, 2, 70, 71, 88, 66, 83, 56, 59, 82, 81, 47, 59,
Nehemiah Ferguson, 80, 1, 68, 93, 91, 54, 75, 53, 68, 56, 75, 59, 45,
Denver Leach, 37, 4, 75, 78, 88, 83, 59, 65, 82, 81, 81, 49, 81,
Gabrielle Bates, 47, 2, 69, 79, 76, 59, 89, 69, 62, 65, 91, 43, 61,
Blakely Pacheco, 9, 2, 68, 79, 70, 61, 82, 60, 61, 83, 75, 50, 55,
Ledger Summers, 3, 1, 70, 76, 78, 46, 73, 69, 69, 66, 84, 88, 50,
Francis Bacon, 46, 2, 70, 77, 90, 63, 83, 63, 59, 71, 91, 46, 56,
Aliana Hayden, 22, 2, 69, 72, 80, 60, 92, 56, 75, 65, 79, 41, 62,
Skyler McConnell, 99, 4, 75, 82, 71, 75, 59, 67, 87, 81, 83, 47, 91,
Tyson Lim, 72, 3, 70, 80, 74, 61, 75, 69, 83, 78, 79, 39, 67,
Hassan James, 21, 1, 71, 88, 80, 54, 78, 67, 68, 71, 86, 59, 57,
Maxwell Pace, 70, 3, 72, 94, 92, 63, 61, 75, 94, 76, 76, 38, 55,
Al-Kindi, 25, 4, 75, 87, 77, 81, 57, 71, 80, 80, 81, 49, 83,
Elizabeth Cuevas, 81, 4, 80, 90, 95, 93, 56, 82, 75, 82, 93, 50, 93,
Harley Hughes, 58, 2, 71, 91, 80, 56, 82, 62, 69, 84, 86, 42, 55,
Henley Pena, 98, 2, 70, 84, 84, 57, 84, 63, 56, 65, 86, 47, 68,
Louisa Castaneda, 53, 2, 69, 74, 84, 66, 82, 67, 64, 74, 75, 45, 58,
Nikolas Villegas, 70, 3, 74, 71, 91, 85, 79, 65, 90, 72, 79, 46, 56,
Rhea Conner, 28, 2, 72, 78, 83, 71, 87, 61, 63, 80, 83, 48, 62,
Colton Foster, 44, 3, 72, 90, 71, 79, 62, 95, 86, 70, 94, 36, 63,
Zahra Duran, 25, 2, 74, 95, 95, 75, 77, 59, 66, 76, 84, 40, 62,
Oakleigh Palmer, 81, 4, 72, 70, 94, 83, 55, 75, 88, 65, 75, 48, 78,
Jacques Derrida, 11, 2, 67, 71, 75, 61, 74, 68, 61, 71, 93, 48, 57,
Atlas Carpenter, 98, 3, 68, 76, 74, 73, 80, 90, 63, 70, 84, 38, 61,
Frankie Day, 9, 2, 69, 74, 71, 61, 82, 55, 73, 74, 87, 40, 66,
Estella Carroll, 53, 2, 70, 81, 77, 70, 88, 63, 57, 62, 86, 41, 68,
Madalyn Norris, 33, 4, 78, 94, 84, 91, 55, 74, 80, 82, 95, 47, 82,
Krew Atkins, 55, 3, 72, 74, 93, 78, 69, 95, 64, 78, 75, 47, 71,
Jurgeb Gabernas, 4, 4, 71, 76, 76, 75, 58, 78, 78, 74, 78, 50, 80,
Hana Bautista, 10, 2, 69, 77, 73, 60, 73, 55, 67, 80, 87, 53, 56,
Democritus, 98, 3, 76, 94, 89, 80, 62, 87, 94, 83, 75, 38, 75,
Mohammad Payne, 63, 1, 72, 83, 86, 53, 70, 69, 60, 65, 95, 84, 56,
Baylee Simpson, 18, 2, 68, 87, 80, 74, 81, 62, 57, 65, 77, 42, 56,
Wade Nash, 81, 3, 76, 80, 75, 84, 79, 82, 95, 77, 94, 46, 59,
Leah Maldonado, 2, 1, 70, 93, 86, 56, 73, 69, 69, 60, 85, 45, 70,
Sky Kirk, 45, 2, 71, 79, 75, 75, 94, 60, 69, 67, 85, 46, 56,
Magnolia Ho, 2, 4, 72, 75, 75, 94, 56, 82, 87, 67, 75, 48, 75,
Mason Ayala, 44, 1, 67, 91, 70, 47, 73, 62, 68, 55, 91, 64, 47,
Ismael Wise, 86, 3, 80, 87, 86, 84, 81, 84, 82, 82, 95, 53, 78,
Anne Gardner, 9, 4, 77, 86, 89, 82, 58, 68, 89, 79, 84, 46, 88,
Enoch McDowell, 27, 3, 75, 84, 92, 80, 71, 90, 70, 73, 89, 53, 68,
al-Ghazali, 2, 1, 72, 85, 80, 74, 73, 70, 75, 66, 87, 51, 65,
Paris Dorsey, 69, 2, 67, 70, 71, 66, 90, 70, 58, 71, 78, 49, 55,
August Garner, 18, 2, 70, 82, 84, 58, 78, 55, 74, 62, 80, 51, 67,
Eric Horn, 74, 3, 74, 86, 87, 61, 65, 79, 85, 70, 85, 54, 78,
Teresa Franco, 24, 4, 76, 76, 81, 90, 55, 75, 87, 83, 86, 50, 79,
Marcos Thomas, 49, 3, 73, 80, 77, 60, 84, 87, 77, 73, 92, 46, 71,
Jazlyn Hardin, 76, 4, 77, 92, 94, 80, 56, 68, 90, 79, 76, 50, 84,
Adrianna Lindsey, 94, 2, 69, 91, 77, 56, 81, 65, 68, 63, 91, 40, 58,
Poppy Galindo, 94, 4, 74, 77, 74, 78, 58, 68, 90, 67, 90, 47, 93,
Harris Pacheco, 35, 1, 70, 74, 90, 50, 60, 77, 58, 70, 93, 90, 47,
Lia Kirby, 70, 4, 76, 85, 95, 88, 59, 68, 70, 80, 85, 47, 77,
Vincenzo Johnson, 59, 1, 66, 71, 81, 60, 50, 72, 58, 56, 85, 81, 53,
Opal Keith, 30, 4, 74, 89, 95, 75, 56, 62, 82, 66, 86, 50, 72,
Ivanna Baldwin, 82, 2, 71, 87, 80, 70, 88, 65, 58, 74, 94, 40, 56,
Shiloh Robertson, 63, 2, 71, 73, 73, 60, 88, 56, 66, 84, 77, 52, 68,
Elyse Doyle, 42, 4, 79, 95, 81, 85, 60, 72, 81, 84, 92, 47, 87,
Saul English, 24, 3, 72, 89, 92, 69, 69, 95, 68, 74, 90, 32, 72,
Aubrielle Charles, 28, 2, 73, 86, 95, 75, 83, 59, 56, 78, 84, 45, 56,
Emerald Foster, 10, 2, 71, 76, 71, 59, 75, 61, 73, 83, 91, 54, 60,
Aries Barrera, 28, 3, 70, 79, 84, 64, 69, 60, 91, 68, 81, 42, 55,
Olive Lopez, 28, 2, 71, 73, 83, 67, 89, 58, 68, 72, 77, 48, 70,
Zander Chandler, 99, 3, 72, 74, 85, 81, 67, 63, 83, 74, 77, 34, 80,
Hassan Everett, 60, 3, 74, 91, 80, 75, 62, 83, 87, 74, 92, 34, 71,
Sage Pena, 27, 3, 75, 78, 78, 65, 85, 85, 84, 83, 91, 43, 72,
Thatcher Casey, 33, 3, 74, 74, 70, 65, 83, 92, 89, 83, 81, 49, 78,
Derrick Clayton, 54, 1, 69, 73, 86, 58, 52, 59, 64, 70, 85, 79, 56,
Waverly Foley, 45, 4, 76, 85, 88, 90, 60, 74, 73, 69, 91, 47, 87,
Barrett Bartlett, 4, 1, 69, 89, 90, 49, 65, 78, 58, 63, 77, 75, 60,
Viviana Whitney, 1, 4, 74, 73, 71, 88, 55, 62, 85, 76, 78, 50, 93,
Tony McIntosh, 60, 1, 75, 84, 91, 52, 70, 71, 73, 73, 94, 82, 56,
Wade Johns, 4, 1, 67, 71, 72, 51, 68, 80, 60, 58, 87, 78, 60,
Jeremy Bentham, 3, 4, 76, 87, 86, 76, 56, 63, 86, 84, 77, 45, 88,
Emory Oliver, 50, 3, 73, 87, 76, 70, 74, 84, 85, 75, 76, 34, 80,
Lincoln Farrell, 70, 3, 71, 79, 74, 78, 65, 74, 74, 84, 80, 49, 59,
Flora Mahoney, 77, 4, 75, 71, 93, 94, 55, 71, 87, 66, 79, 45, 86,
Avah Ryan, 76, 4, 78, 89, 73, 93, 59, 71, 75, 82, 91, 47, 93,
Trent Kramer, 22, 3, 75, 94, 74, 74, 81, 90, 85, 85, 83, 48, 56,
Julian Hunt, 5, 1, 68, 94, 80, 53, 71, 75, 67, 59, 80, 60, 48,
Jayson O’Connor, 1, 3, 68, 80, 92, 67, 63, 74, 79, 67, 84, 33, 55,
Davian Stark, 27, 1, 68, 81, 91, 48, 60, 51, 55, 55, 81, 84, 59,
Veronica Graham, 95, 4, 73, 79, 77, 90, 56, 72, 83, 74, 76, 46, 76,
G.E. Moore, 39, 3, 74, 92, 76, 63, 77, 85, 92, 69, 92, 33, 77,
Brett Roberson, 85, 3, 73, 90, 78, 74, 84, 92, 66, 67, 77, 48, 80,
Bryce Barton, 28, 1, 67, 85, 74, 58, 73, 78, 62, 56, 75, 78, 47,
Harrison Ward, 19, 1, 70, 73, 91, 58, 62, 72, 55, 71, 78, 93, 49,
Ramona Humphrey, 65, 4, 74, 85, 71, 90, 59, 85, 80, 72, 76, 49, 92,
Dane Orozco, 61, 3, 77, 90, 89, 80, 72, 74, 92, 82, 86, 36, 69,
Tadeo Jacobs, 50, 1, 69, 71, 72, 52, 62, 58, 61, 63, 92, 95, 59,
Jacoby Newton, 9, 1, 72, 80, 78, 57, 67, 59, 74, 72, 90, 91, 47,
Camilla Brewer, 46, 2, 66, 70, 88, 59, 66, 55, 64, 62, 81, 50, 56,
